,phrase,prompt,phrase_length,phrase_num_words,mean_word_len,phrase_non_stopwords,cleaned_phrase
1383,I have a cut that is red and swollen.,Infected wound,37,9,3.2222222222222223,4,cut red swollen
1384,My skin is very dry and peeling.,Skin issue,32,7,3.7142857142857144,4,skin dry peeling
1385,I have a dull ache in  my lower back which makes it difficult to move,Back pain,69,15,3.6,6,dull ache lower make difficult
1386,I have a sharp pain in my lower stomach.,Stomach ache,40,9,3.5555555555555554,5,sharp pain lower stomach
1387,Even though I'm an adult my face keeps breaking out in pimples.,Acne,63,12,4.333333333333333,7,adult face keep breaking pimple
1388,I have front head pain and when I get it the light bothers me.,Head ache,62,14,3.5,7,head pain light bother
1389,I have a pain that radiates up from my right hip to my rib cage.  It is at it's worst when I urinate.,Internal pain,101,23,3.391304347826087,12,pain radiates right hip rib cage worst urinate
1390,I'm having a hard time hearing.,Ear ache,31,6,4.333333333333333,5,having hard time hearing
1391,"I think there's something wrong with my wound, it does not seem to heal like it should.",Infected wound,87,17,4.176470588235294,8,think wrong wound heal like
1392,When I stand up too quickly I feel as though I'm going to faint.,Feeling dizzy,64,14,3.642857142857143,9,stand quickly feel going faint
1393,My heart is beating fast and it scares me.,Heart hurts,42,9,3.7777777777777777,6,heart beating fast scare
1394,I have a dull ache in my head,Head ache,29,8,2.75,4,dull ache head
1395,I can't carry anything I have a pain in my shoulder,Shoulder pain,51,11,3.727272727272727,6,carry pain shoulder
1396,I walk every day but now I get short of breath after going only a short way.,Hard to breath,76,17,3.5294117647058822,9,walk day short breath going short way
1397,i feel head ache,Head ache,16,4,3.25,3,feel head ache
1398,I travelled by plane a few days ago and this time during landing my ears remained clogged and painful.,Ear ache,102,19,4.421052631578948,11,travelled plane day ago time landing ear remained clogged painful
1399,His infected wound was beginning to rot.,Infected wound,40,7,4.857142857142857,5,infected wound beginning rot
1400,I have an open wound in my arm,Open wound,30,8,2.875,4,open wound arm
1401,My body feels weak and I tried to make it relax but it stills pain me,Body feels weak,69,16,3.375,9,body feel weak tried relax still pain
1402,I feel very weak in my body,Body feels weak,27,7,3.0,4,feel weak body
1403,I have throbing in my shoulder,Shoulder pain,30,6,4.166666666666667,3,throbing shoulder
1404,I feel depressed when I see my hair falling out,Hair falling out,47,10,3.8,6,feel depressed hair falling
1405,"It is hard to breath when I am in the underground metro station, why?",Hard to breath,69,14,4.0,8,hard breath underground metro station
1406,I'm having a hard time reading because the letters are all fuzzy,Blurry vision,64,12,4.416666666666667,7,having hard time reading letter fuzzy
1407,I feel a huge emotional pain after I broke up with my girlfriend.,Emotional pain,65,13,4.076923076923077,8,feel huge emotional pain broke girlfriend
1408,My head gets dizzy when I try to get up.,Feeling dizzy,40,10,3.1,7,head get dizzy try
1409,My son had his lip pierced and it is swollen and the skin inside on his lip is grey and looks infected.,Infected wound,103,22,3.727272727272727,11,son lip pierced swollen skin inside lip grey look infected
1410,I could not exercise because of my knee pain,Knee pain,44,9,4.0,4,exercise knee pain
1411,I have difficulty in breathing in crowded places.,Hard to breath,49,8,5.25,5,difficulty breathing crowded place
1412,"my child has cough all night, she can't sleep",Cough,45,9,4.111111111111111,5,child cough night sleep
1413,I have a back pain since I turned 70 years old.,Back pain,47,11,3.3636363636363638,7,pain turned year old
1414,I feel like something is squeezing my lungs.,Hard to breath,44,8,4.625,5,feel like squeezing lung
1415,I feel pain in the knee,Knee pain,23,6,3.0,4,feel pain knee
1416,My ankle joint throbs when I put pressure on my foot.,Joint pain,53,11,3.909090909090909,7,ankle joint throb pressure foot
1417,I always feel like I have menstrual pains even if I don't have my period.,Internal pain,73,15,3.933333333333333,9,feel like menstrual pain period
1418,In highschool I had a lot of acne.,Acne,34,8,3.375,5,highschool lot acne
1419,I have a red rash that is itchy on my skin,Skin issue,42,11,2.909090909090909,5,red rash itchy skin
1420,i have pain like needles in my joints.,Joint pain,38,8,3.875,4,pain like needle joint
1421,My foot had been aching since last Tuesday.,Foot ache,43,8,4.5,4,foot aching tuesday
1422,"I couldn't stop shaking or unclench my jaw, that's how cold I was.",Feeling cold,66,13,4.153846153846154,10,stop shaking unclench jaw cold
1423,longitudinal burning line across back with hard respiratory movements,Back pain,69,9,6.777777777777778,6,longitudinal burning line hard respiratory movement
1424,I feel aching on my insides.,Internal pain,28,6,3.8333333333333335,4,feel aching inside
1425,My hair always falls out and i have lost a lot of hair lately,Hair falling out,61,14,3.4285714285714284,7,hair fall lost lot hair lately
1426,My neck has been sore since the accident.,Neck pain,41,8,4.25,4,neck sore accident
1427,I have a headache almost every day,Head ache,34,7,4.0,3,headache day
1428,i have a migrain and i took panadol but it doesnÕt help,Head ache,56,12,3.75,5,migrain took panadol help
1429,My back hurts a lot when I bend,Back pain,31,8,3.0,5,hurt lot bend
1430,My chest hurts when I go to take a breath,Hard to breath,41,10,3.2,5,chest hurt breath
1431,Have severe cold and cough,Cough,26,5,4.4,4,severe cold cough
1432,My kee is swallowing which indicates i have an infected wound,Infected wound,61,11,4.636363636363637,6,kee swallowing indicates infected wound
1433,i feel sad,Emotional pain,10,3,2.6666666666666665,2,feel sad
1434,I'm very worried that I'll go bald soon. Am I very sick?,Hair falling out,56,12,3.75,8,worried bald soon sick
1435,I feel like I can hardly breathe unless I get what's in my lungs out,Cough,68,15,3.6,9,feel like hardly breathe lung
1436,My throught is so sore.,Neck pain,23,5,3.8,3,throught sore
1437,"My body feels weak although I eat a lot, why?",Body feels weak,45,10,3.6,8,body feel weak eat lot
1438,my ankle is hurting me,Joint pain,22,5,3.6,2,ankle hurting
1439,I cut my foot at the pool and it breaks open every day when I walk on it.,Open wound,73,18,3.111111111111111,10,cut foot pool break open day walk
1440,"My heart hurts while I'm sad, why?",Heart hurts,34,7,4.0,6,heart hurt sad
1441,Everything looks like beeing in a smoky area.,Blurry vision,45,8,4.75,6,look like beeing smoky area
1442,My body feels like it's in a refrigerator.,Feeling cold,42,8,4.375,6,body feel like refrigerator
1443,"I've tried reading books, but nothing can cheer me up.",Emotional pain,54,10,4.5,6,tried reading book cheer
1444,Sterilizer for the eye,Blurry vision,22,4,4.75,2,sterilizer eye
1445,My chest hurts when I go to take a breath,Hard to breath,41,10,3.2,5,chest hurt breath
1446,"My heart hurts while I'm sad, why?",Heart hurts,34,7,4.0,6,heart hurt sad
1447,Everything looks like beeing in a smoky area.,Blurry vision,45,8,4.75,6,look like beeing smoky area
1448,I feel pain in the knee when walking,Knee pain,36,8,3.625,5,feel pain knee walking
1449,I have a red rash that is itchy on my skin,Skin issue,42,11,2.909090909090909,5,red rash itchy skin
1450,I feel like l fell in hot water,Skin issue,31,8,3.0,7,feel like fell hot water
1451,"My body feels weak although I eat a lot, why?",Body feels weak,45,10,3.6,8,body feel weak eat lot
1452,My body aches on the inside between my hips and shoulders.,Internal pain,58,11,4.363636363636363,6,body ache inside hip shoulder
1453,My ankle joint throbs when I put pressure on my foot.,Joint pain,53,11,3.909090909090909,7,ankle joint throb pressure foot
1454,I'm not hearing well I have problem with my ear,Ear ache,47,10,3.8,5,hearing problem ear
1455,I feel emotionally crushed,Emotional pain,26,4,5.75,4,feel emotionally crushed
1456,There is a sharp pain in my bicep. I have tried to apply pain relief cream but it does not help.,Muscle pain,96,21,3.619047619047619,11,sharp pain bicep tried apply pain relief cream help
1457,I have a pain in my head,Head ache,24,7,2.5714285714285716,3,pain head
1458,I have a throbbing in my joints,Joint pain,31,7,3.5714285714285716,3,throbbing joint
1459,I have a hard muscle pain since i went to the gym,Muscle pain,49,12,3.1666666666666665,6,hard muscle pain went gym
1460,I don't have full range of motion with my arms,Shoulder pain,46,10,3.7,5,range motion arm
1461,"i was diagnosed with pneumonia, i can't breath easily.",Hard to breath,54,9,5.111111111111111,5,diagnosed pneumonia breath easily
1462,The area around my heart doesn't feel good.,Heart hurts,43,8,4.5,6,area heart feel good
1463,I get a knee pain when I walk a lot,Knee pain,35,10,2.6,6,knee pain walk lot
1464,When I stand up too quickly I start to feel dizzy and light-headed,Feeling dizzy,66,13,4.153846153846154,9,stand quickly start feel dizzy lightheaded
1465,I got acne when I ate chili,Acne,27,7,3.0,6,got acne ate chili
1466,I usually have a bad cough when I get flu.,Cough,42,10,3.3,6,usually bad cough flu
1467,I have a neck pain when I sit in-front of my laptop.,Neck pain,52,12,3.4166666666666665,7,neck pain sit infront laptop
1468,severe pain in the upper left side of chest and may have pain to back,Heart hurts,69,15,3.6666666666666665,6,severe pain upper left chest pain
1469,I love to garden but I get a terrible twinge in my lower back when I lean over.,Back pain,79,18,3.4444444444444446,10,love garden terrible twinge lower lean
1470,i have a pain in my elbow joint,Joint pain,31,8,3.0,3,pain elbow joint
1471,I had an accident and my wound was open when I arrived to hospital,Open wound,66,14,3.7857142857142856,7,accident wound open arrived hospital
1472,I don't do anything at home and still I feel exhausted.,Body feels weak,55,11,4.090909090909091,6,home feel exhausted
1473,I feel very hard to breathe,Hard to breath,27,6,3.6666666666666665,4,feel hard breathe
1474,My lower back hurts but it improves if I stretch it,Muscle pain,51,11,3.727272727272727,6,lower hurt improves stretch
1475,I feel a burning sensation in my guts about 2 hours after each meal.,Stomach ache,68,14,3.9285714285714284,8,feel burning sensation gut hour meal
1476,"Sometimes when it is cold outside, my face hurts, especially around the pimples that are ready to pop.",Acne,102,18,4.722222222222222,9,cold outside face hurt especially pimple ready pop
1477,I can't stand up or sit down I have a pain in my back that annoys me,Back pain,68,17,3.0588235294117645,7,stand sit pain annoys
1478,"When I move on my shoulder, pain shoots down my arm",Shoulder pain,51,11,3.727272727272727,6,shoulder pain shoot arm
1479,I feel a great pain in my shoulder when i try to lift something heavy,Shoulder pain,69,15,3.6666666666666665,8,feel great pain shoulder try lift heavy
1480,i was travelling by ship and i feel dizzy.,Feeling dizzy,42,9,3.7777777777777777,4,travelling ship feel dizzy
1481,my hair isn't well,Hair falling out,18,4,3.75,2,hair
1482,I have a pain in my stomach,Internal pain,27,7,3.0,3,pain stomach
1483,I have a great stomach ache and i can't eat any thing,Stomach ache,53,12,3.5,7,great stomach ache eat thing
1484,My entire body is freezing.,Feeling cold,27,5,4.6,4,entire body freezing
1485,When I stand up too quickly I start to feel dizzy and light-headed,Feeling dizzy,66,13,4.153846153846154,9,stand quickly start feel dizzy lightheaded
1486,I feel a soreness in my knees when I walk,Joint pain,41,10,3.2,6,feel soreness knee walk
1487,There is a sharp pain in my bicep,Muscle pain,33,8,3.25,4,sharp pain bicep
1488,i can hardly breathe,Hard to breath,20,4,4.25,2,hardly breathe
1489,I toppled over while jumping to catch the ball.,Injury from sports,47,9,4.333333333333333,5,toppled jumping catch ball
1490,When I wake up in the morning I feel a soreness in my body,Muscle pain,58,14,3.2142857142857144,8,wake morning feel soreness body
1491,I get an ear ache when it is cold,Ear ache,33,9,2.7777777777777777,4,ear ache cold
1492,i have a great pain in my foot like thrombing pain with relaxing my pain releif,Foot ache,79,16,4.0,9,great pain foot like thrombing pain relaxing pain releif
1493,I feel great pain in the head,Head ache,29,7,3.2857142857142856,5,feel great pain head
1494,I feel pain in my throat,Cough,24,6,3.1666666666666665,4,feel pain throat
1495,I made lots and lots of analysis to know the main reason for my stomach ache,Stomach ache,76,16,3.8125,9,lot lot analysis know main reason stomach ache
1496,I have a hair shortage,Hair falling out,22,5,3.6,3,hair shortage
1497,I fell a stiffness in my elbows and shoulders,Joint pain,45,9,4.111111111111111,5,fell stiffness elbow shoulder
1498,I'm suffering from sharp cough Accompanied by  phlegm,Cough,53,8,5.625,6,suffering sharp cough accompanied phlegm
1499,i have issue with my skin,Skin issue,25,6,3.3333333333333335,2,issue skin
